A_market,A_tier_points_level,A_bld,bookingLeadMonths,A_productName,B_AncillaryCategory
tasman,,245,8.166666667,seat select - pre booking,seat select - pre booking
pacific,,153,5.1,seat select - pre booking,seat select - pre booking
domestic,,143,4.766666667,seat select - pre booking,seat select - pre booking
long haul,,310,10.33333333,seat select - pre booking,seat select - pre booking
long haul,,179,5.966666667,seat select - pre booking,seat select - pre booking
pacific,,292,9.733333333,seat select - pre booking,seat select - pre booking
pacific,,36,1.2,seat select - pre booking,seat select - pre booking
domestic,,240,8,seat select - pre booking,seat select - pre booking
pacific,,30,1,seat select - pre booking,seat select - pre booking
pacific,,117,3.9,seat select - pre booking,seat select - pre booking
long haul,,113,3.766666667,seat select - pre booking,seat select - pre booking
pacific,,345,11.5,seat select - pre booking,seat select - pre booking
tasman,,148,4.933333333,seat select - pre booking,seat select - pre booking
tasman,,294,9.8,seat select - pre booking,seat select - pre booking
long haul,,108,3.6,seat select - pre booking,seat select - pre booking
pacific,,124,4.133333333,seat select - pre booking,seat select - pre booking
pacific,,244,8.133333333,seat select - pre booking,seat select - pre booking
pacific,,38,1.266666667,seat select - pre booking,seat select - pre booking
domestic,,253,8.433333333,seat select - pre booking,seat select - pre booking
domestic,,63,2.1,seat select - pre booking,seat select - pre booking
long haul,,211,7.033333333,seat select - pre booking,seat select - pre booking
long haul,,70,2.333333333,seat select - pre booking,seat select - pre booking
tasman,,271,9.033333333,seat select - pre booking,seat select - pre booking
long haul,,57,1.9,seat select - pre booking,seat select - pre booking
long haul,,149,4.966666667,seat select - pre booking,seat select - pre booking
long haul,,160,5.333333333,seat select - pre booking,seat select - pre booking
long haul,,166,5.533333333,seat select - pre booking,seat select - pre booking
tasman,,309,10.3,seat select - pre booking,seat select - pre booking
tasman,,181,6.033333333,seat select - pre booking,seat select - pre booking
tasman,,141,4.7,seat select - pre booking,seat select - pre booking
domestic,,265,8.833333333,seat select - pre booking,seat select - pre booking
pacific,,221,7.366666667,seat select - pre booking,seat select - pre booking
tasman,,341,11.36666667,seat select - pre booking,seat select - pre booking
pacific,,126,4.2,seat select - pre booking,seat select - pre booking
tasman,,108,3.6,seat select - pre booking,seat select - pre booking
domestic,,114,3.8,seat select - pre booking,seat select - pre booking
tasman,,219,7.3,seat select - pre booking,seat select - pre booking
pacific,,201,6.7,seat select - pre booking,seat select - pre booking
